id,category/id, ,Ministério,Categoria 01,Categoria 02,Categoria 03,Escopo,MODERADOR,REVISOR,title/pt-BR,body/pt-BR,url,@,,Revisão de categorias,,
114,13,Infraestrutura," Desenvolvimento, Indústria, Comércio e Serviços","Orçamento público 
","Ampliação infraestrutura
",Estatuto das Cidades / Crédito,,Diego,Igor,"Uso da Conta unica do tesouro para infraestrutura, inovação e reforma agrária ","Utilizar recursos da conta única do tesouro para algo parecido com o fundo garantidor de crédito para investimento em infraestrutura ( priorizando ferrovia , hidrovia, energia limpa, mobilidade urbana e casa popular); gerando assim mais investimento privado em infraestrutura, gerando mais emprego, arrecadação e redução do custo brasil, usar recursos da conta única na embrapii e finep e para empréstimos para digitalização  a indústria 4.0 , e usar para compra de terras para reforma agrária",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/114,,,Sim,,
115,8,Educação,Educação,"Servidores Públicos 
","Valorização de servidores
",Professores,,Diego,Igor,Valorização dos Profissionais da Educação Básica,"Criar Legislação que obriguem estados e municípios a pagarem o Piso Nacional do Magistério, seja complementando valores para aqueles entes que não dispõe de recurso ou uma legislação que puna os que tem recursos mas não pagam. Valorizar o profissional da educação básica é essencial para uma educação de qualidade.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/115,,,Sim,,
116,2,"Assistência Social, Família e Combate à Fome","Desenvolvimento e Assistência Social, Família e Combate à Fome","Bolsa Família 
","Financiamento 
",Subsídios,,Diego,Igor,Verificação de dados bancários para inscrição no Bolsa Família e programas sociais voltados para o público de baixa renda,"A verificação da renda per capta por meio do cruzamento da movimentação financeira do cidadão que solicite inserção nos programas sociais de transferência de renda (Bolsa Família,etc) possibilitará a disposição do benefício para as famílias que realmente se enquadram no perfil social proposto. Atualmente estes benefícios consideram a renda declarada, todavia a omissão dos valores reais recebidos pelos grupos familiares desencadeiam injustiças, descrédito e uso eleitoreiro dos recursos públicos.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/116,,,Sim,,
117,2,"Assistência Social, Família e Combate à Fome",Educação,Ampliação de Infraestrutura,"Ampliação infraestrutura
",Creches,,Diego,Igor,Criar mais estratégias para a promoção da atenção integrada na infância e adolescencia,"Investimento em creches ,investimento em atividades curriculares e extracurriculares ,programas esportivos ,programas de combate a fome e a desigualdade ,atenção especializada para crianças que sofrem abusos e proteção em todos os aspectos ,principalmente proteção das crianças e adolescentes ,leis mais rígidas   ,projetos voltados para a educação ,moradia e saúde .",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/117,,,Sim,,
118,8,Educação,Educação,"Ampliação infraestrutura
","Ampliação infraestrutura
",Educação Profissionalizante / Ensino de Idiomas / Educação Tecnológica,,Diego,Igor,Educação  período integral  até final ensino médio. ,"Proporcionar educação em período integral para todos os estudantes desde o fundamental até conclusão ensino médio. 
No período de permanência na escola deverão realizar atividades de estudo pós aula, atividade esportiva,estudo sobre profissões, passeios culturais, aotenduzagem informática e idiomas, reuniões de acolhimento, voluntariado.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/118,,,Sim,,
119,27,Saúde ,Saúde,Sistema Único de Saúde (SUS),"Saúde mental 
",Psicólogos / Psiquiatras,,Diego,Igor,Saúde Mental para Todos,"Existe uma epidemia de doenças mentais no país que só tende a aumentar, portanto é urgente que o governo tenha um programa voltado para esse público, com acesso a profissionais de qualidade, especialmente psiquiatras e medicações modernas, cujo uso tem melhores resultados. Tratar adequadamente essa população é gerar riqueza para o país, pois há diversas pessoas que poderiam estar trabalhando e ter uma vida normal. A saúde mental nunca foi prioridade nesse país e os números nunca foram tão altos.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/119,,,Sim,,
120,27,Saúde,Saúde,Ampliação de Infraestrutura,"Mulheres 
",Gestantes e Cuidado Pré-Natal,,Diego,Igor,Programas de prevenção a gravidez na adolescência como ferramenta de romper o ciclo de pobreza.,"Programas de prevenção a gravidez na adolescência como ferramenta de romper o ciclo de pobreza.

Facilitar o acesso a contraceptivos de longa duração (DIU - DISPOSITIVO INTRAUTERINO) e educação sexual.

Educação sexual e acesso a contraceptivos reduzem desigualdade social e aborto. Informações e recursos permitem decisões informadas, prevenção de gravidezes indesejadas, oportunidades educacionais e de emprego, melhorando a qualidade de vida e promovendo uma sociedade mais justa e igualitária.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/120,,,Sim,,
121,8,Educação,Educação,Ampliação de Infraestrutura,Ampliação de Infraestrutura,Educação Profissionalizante,,Diego,Igor,Educação em período INTEGRAL nas escolas,"Educação de qualidade em pe´ríodo integral com atividades extracurriculares.
Tendo reflexo direto na redução de criminalidade, afastando os jovens de situações de risco, na autonomia para as mães trabalharem em período integral, na diminuição de abuso sexual de crianças que ficam sendo cuidadas por terceiros enquanto as mães trabalham, geração de novas vagas de trabalho através do concurso público.
Capacitação para mirim dentro das escolas e encaminhamento para o 1º emprego.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/121,,,Sim,,
122,16,Meio Ambiente e Mudança do Clima,Meio Ambiente e Mudança do Clima,"Proteção animal 
","Proteção e defesa de animais 
",IBAMA / Estatuto das Cidades / Redução de Alíquotas,,Diego,Igor,Normas para replantio de árvores em grandes cidades e diminuir poluição visual das cidades ,"Políticas Públicas devem ser criadas com o objetivo de solucionar o problema da poluição visual. Alguns municípios aplicam normas que proíbem a excessiva quantidade de anúncios espalhados pela cidade, determinando que lojas e outros pontos comerciais adéquem suas fachadas de forma que proporcionem um local agradável para a população que transita por esses espaços. Além disso fomentar o plantio de árvores por habitante vinculado a desconto em impostos federais .",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/122,,,Sim,,
123,8,Educação,Educação,"Educação
","Alteração/inserção/ampliação currículo escolar 
",Fundo Nacional de Desenvolvimento da Educação - FNDE / Ensino de Idiomas / Educação Profissionalizante,,Diego,Igor,Garantia da aprendizado de uma segunda língua ,"Criação de um projeto por parte do governo garantindo o ensino de línguas como:  Inglês, espanhol, francês, português, etc. Com isso cidadãos brasileiros natos e naturalizados, assim terão oportunidade de estudar idiomas de forma democrática, este projeto além de democratizar o ensino trará oportunidade de emprego para professores de idiomas, garantindo vagas e dando oportunidades a pessoas entrarem no mercado de trabalho pois hoje em dia um segundo idioma pode abrir portas.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/123,,,Sim,,
126,16,Meio Ambiente e Mudança do Clima,Infraestrutura,"Ampliação infraestrutura
","Energia 
", Luz solar,,Diego,Igor,Microgeração energía solar,"Fornecer subsidios e financiamentos para que familias de baixa renda possam instalar painéis solares de forma que gere excedente para injeção na rede com o fim de diminuir a necessidade de ativação das usinas termoelétricas, barateando o custo da energia para a indústria e a população em geral.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/126,,,Sim,,
127,8,Educação,Educação,"Ensino 
","Alteração/inserção/ampliação currículo escolar 
",Lei de Diretrizes e Bases da Educação / Política na Escola,,Diego,Igor,Inclusão de aulas sobre a Constituição Federal desde os primeiros anos do ensino fundamental ,"É urgente incluir na grade curricular escolar o ensino dos direitos e deveres para que as crianças já cresçam entendendo que alguns comportamentos, como xingar, por exemplo,  não são apenas desobediência,  mas atos graves e que podem acarretar em processos, multas ou o que mais estiver previsto na lei sobre cada caso. 
E também precisam saber que a lei vale para todos,  independentemente de concordar ou não com ela, ou até mesmo para quem alega desconhecê-la.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/127,,,Sim,,
128,8,Educação,Educação,"Ensino 
","Alteração/inserção/ampliação currículo escolar 
",Lei de Diretrizes e Bases da Educação / Política na Escola,,Diego,Igor,Direito básico nas escolas,"Programa que visa levar direito básico para escolas.
O programa tem como objetivo introduzir no ensino básico de forma lúdica direitos básicos necessários no dia a dia do cidadão, constitucional (princípios fundamentais, direitos e garantias fundamentais, direitos sociais e direitos políticos), direito do consumidor, etc..
Apresentar a Constituição ao cidadão como forma de fortalecimento da democracia.
O programa deve também incluir os pais, as crianças podem levar conhecimento para os país ou a",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/128,,,Sim,,
129,15,Justiça e Segurança Pública,Legislativo,"Ampliação infraestrutura
","Direito à armas
",,Competência do Legislativo,Diego,Igor,Consulta Popular Armamentos,"Com a alta circulação de armas e mortes a proposta é que voltamos a fazer um debate sério sobre as armas com consulta Popular em referendo ou plebiscito.
É inadmissível que se use uma criança para levantar o apoio ao uso de armas como acontece.
Que façamos um debate sério com consulta popular pois a sociedade não pode pagar um alto preço de suas vidas por aqueles que desejam estar armados.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/129,,,Sim,,
130,31,Desenvolvimento Agrário e Agricultura Familiar,Desenvolvimento Agrário e Agricultura Familiar,Alimentação,Ampliação da segurança,Programa Nacional de Alimentação Escolar - PNAE,,Diego,Igor,PNAE 40% - Aquisição de no  Mínimo 40% de produtos da Agricultura Familiar,"Elevar o percentual mínimo de aquisição de produtos da Agricultura Familiar de 30 para 40% de todos os recursos destinados a Alimentação Escolar da União, Estados e Municípios. E punição para os gestores que não cumprirem. E criar mecanismo de ficalização e realização de chamadas públicas transmitidas on-line e gravadas, para combater a corrupção.

Hoja a Agricultura Familiar já evoluiu e pode fornecer diversos produtos tanto os ""in natura"", quanto os agroindustrializados.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/130,,,Sim,,
131,7,Direitos Humanos e Cidadania,Cidades,Moradia,Moradia rua,Estatuto das Cidades,,Diego,Igor,Novas propostas para moradia,"Construção de moradia popular em autogestão.


Desapropriar prédios públicos municipal e estadual para fins de moradia popular para famílias sem-teto.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/131,,,Sim,,
132,8,Educação,Educação,Educação,Valorização de servidores,Lei de Diretrizes e Bases da Educação,,Diego,Igor,"Educação de qualidade  valorizando a priori , a qualificação e remuneração digna ao professor","O professor é a alma da Educação.Como o ser humano,ela precisa de condições básicas para viver.A Educação necessita de Professores que dê vida  e Esperança para os seus educandos.Necessita que o governo alimente o responsável pela a transformação e desenvolvimento de uma  nação sedenta de conhecimento e de oportunidades.Para que a Educação  cumpra este papel de transformação e formação ,é de suma importância que se dê um rendimento digno para os seus professores,pois eles transformam vidas.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/132,,,Sim,,
133,,"Indústria, comércio e serviços",Fazenda,Políticas públicas/sociais,Ampliação infraestrutura,BNDES,,Diego,Igor,"Credito a micro e ,pequena empresa ","Durante a pandemia muitas empresas que ja estavam comprometidas economicamente fecharão as portas ou seguiram ate hoje com grandes problemas para funcionar; como tem gente passando fome também tem empressario fazendo malabarismo para tocar seu negocio. 
Cada dia a situação peora ; estos empressarios na maioria não tem maiss credito ja que seu nome tem restriçoes assim se torna um circulo vicioso.
Se torna necessario um programa de auxilio a esta importante  parcela da economia.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/133,,,Sim,,
