category/name/pt-BR,title/pt-BR,body/pt-BR
Cidades,Garantir a gestão pública e otimizar o uso dos recursos hídricos do Canal do Sertão Alagoano,"Garantir a gestão pública e destinar recursos para a construção de sistemas de tratamento de água para consumo humano em toda a extensão do canal, haja vista que várias comunidades ainda não têm água encanada."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Valorização do salário mínimo e redução de impostos ,"1° Reajuste real do salário mínimo para 1.500,00
2° Redução de impostos dos alimentos, combustíveis e gás de cozinha.
3° Reforço escolar para todas as séries.
4° Aulas avançadas de inglês e espanhol, para todos os estudantes da rede."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Ajuda de custo e criaçao de Unidade de zoonoses em Alagoinhas Bahia.,"A proposta é ajuda de custo para os protetores individuais que possuem inúmeros animais e as associações de proteção Animal existente na cidade, a cidade possui uma enorme qualidade de animais nas ruas, fora os maus tratos sofridos nas ruas e nas casas, e nós protetores individuais dão apoio que a cidade não dá, nós endividando a cada dia, então solicitamos ajuda para que continuemos da apoio aos nossos animais errantes, situação de todas as cidades da Bahia questão de saúde pública."
"Desenvolvimento, Indústria, Comércio e Serviços",Mercado Digital gov.br,"Atuar na criação de um mercado gratuito preferencialmente digital, onde qualquer cidadão poderá comercializar produtos, principalmente oriundos de artesanato, agricultura familiar e produção sustentável.

Justificativa: Atualmente as redes privadas e grandes marketplaces dominam esse mercado, oferecendo serviços a custos elevados que muitas vezes inviabilizam a comercialização de produtos produzidos em baixa quantidade, desta forma se demonstra fundamental o governo atuar nesse contexto."
Educação,Emancipação do campus do Mucuri em Teófilo Otoni -MG,"Criação da Universidade Federal do Nordeste Mineiro - UFNM, através da emancipação do campus do Mucuri da UFVJM, em Teófilo Otoni-MG."
Meio Ambiente e Mudança do Clima,Educação e sustentabilidade ,"Criar em todo o país mecanismos de educação visando o meio ambiente sustentável, valorizando nossa fauna e flora e a preservação dos profissionais de educação ambiental para que o Brasil possa ser um país renovado e sustentável."
Fazenda,Auditoria da Dívida Pública,Auditoria popular e cidadã da Dívida Pública para diminuir os juros e amortizações.
Saúde,"Obrigatoriedade de todas as prefeituras do país a disponibilizar psicólogos(as) nas esferas da saúde pública, desde a atenção primária.","Tendo em vista a alta demanda em busca por serviços em psicologia, e consequentemente a superlotação do serviço, acontece de ter uma alta demanda para um baixo porcentual de efetivo de profissionais em psicologia contratado para atendendo a população.  A proposta é de que o governo federal crie um programa que garanta a população acesso ao serviço, custeado pelo SUS, atendendo ao modelo de saúde Biopsicossocial."
Saúde,Fortalecer a Vigilância em Saúde como modelo de atenção do SUS,"O Brasil precisa adotar o modelo de atenção centrado na vigilância em sáude onde a determinação da doença é multifator e depende de respostas focadas nas condições de vida, incluindo trabalho, renda, escolaridade e acesso aos serviços e ações de saúde, colocando a atenção primária como porta de entrada do cuidado e reguladora da rede de atenção à saúde. ."
Meio Ambiente e Mudança do Clima,Direitos dos animais e protetores ,"Oi! 
Propostas: 
1. Proibição da indústria, comércio e uso de fogos de artifício com estampido.
2. Subsídios para os produtos, serviços, medicamentos e criação de hospitais públicos 24h para animais e castramóvel (para ir às vilas para o povo que não tem como se deslocar até uma clínica ou dinheiro para pagar).
3. Banco de ração e/ou doação de ração para ONGs e protetores independentes, sob cadastro, e posterior abatimento no IR (por exemplo) do doador, mediante comprovação."
Educação,Inclusão de dietas vegetarianas no currículo obrigatório dos cursos de Nutrição.,"Atualmente, os cursos de Nutrição não oferecem disciplinas obrigatórias voltadas exclusivamente às dietas vegetarianas. Sendo o consumo de produtos animais um dos principais causadores de impactos ambientais negativos, proponho a inclusão de disciplinas obrigatórias sobre vegetarianismo na grade curricular desses cursos, de forma a incentivar esse tipo de dieta e melhor atender aos que já são adeptos dessa prática."
Saúde,Carreira única do SUS,"Criar uma carreira única do SUS onde todas as categorias são valorizadas com Plano de Cargos, Carreiras e Vencimentos igual para todo o SUS, nas três esferas de gestão (municipal, estadual e federal), garantindo salário digno e valorização dos trabalhadores e trabalhadoras com educação permanente e continuada, com vistas a permanência da força de trabalho."
Trabalho e Emprego,Investimento: Uma criação de um mercado cannabico no Brasil!,"Com o objetivo que seja criado um novo setor industrial e econômico no país, a criação de um novo mercado geraria novos empregos e auxiliaria no desenvolvimento do país. Tendo em vista que, a planta contém uma versatilidade grandiosa podendo ser trabalhada de diversas formas."
Direitos Humanos e Cidadania,"Inclusão das pessoas com Fibromialgia, Lúpus, Anemia Falciforme e doenças correlatas como PcD's.","A inclusão se faz necessária para reconhecimento dos direitos humanos básicos para as pessoas com as patologias acima citadas. Afinal, conviver e viver com essas patologias dolorosas, desgastante fisicamente e mentalmente não é fácil para ninguém. É através desta justificativa e necessidade popular brasileira que clamo aos órgãos competentes uma análise minuciosa desse tema para efetivação do nosso pleito."
Direitos Humanos e Cidadania,Isenção do passaporte ,"Criação de projeto que de isenção da taxa para passaporte para pessoas de baixa renda, dando assim oportunidade principalmente para estudantes concorrerem a vagas de bolsas de estudo no exterior tanto para suas inscrições como também  a possibilidade de viajar. Além claro de outros motivos de um cidadão de baixa renda conseguir ter o seu direito de ir e vir"
Saúde,Atualizar e expandir o direito a medicamentos de alto custo,"A Relação Nacional de Medicamentos Essenciais (Rename) no momento se encontra defasada, não incluindo novos achados científicos sobre medicamentos e patologias. A exemplo, o tratamento medicamentoso para TDAH (que é de alto custo) não se encontra nessa lista e assim não garante ao cidadão o Direito a Saúde, ""definida no artigo 196 como direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas que evitem o risco do agravo à saúde e também mediante o acesso universal""."
Saúde,Concurso público,Garantir concurso público para ingresso na carreira da Saúde e considerar como atividade restrita de estado as ações e serviços de saúde nas três esferas de gestão do SUS.
,Previdencia social/aposentadoria,"Sugiro ao atual governo que reveja essa reforma da previdência de 2019. Muitas pessoas foram lesadas com a reforma que se tornou quase inatingível a aposentadoria nas regras atuais.
Sugestão: independentemente da idade a pessoa que atingir 38 anos de contribuição seja contemplado com a  aposentadoria integral.
Na forma que esta a regra, tomado como exemplo o meu caso e de milhares de brasileiros, irei me aposentar somente com 60 anos de idade 44 de contribuição. Nos socorra por favor presidente"
Educação,Inclusão de disciplina obrigatória de libras nos currículos dos ensinos fundamental e médio.,"Sendo a língua brasileira de sinais um idioma tão importante para a inclusão dos surdos na sociedade, sugiro a sua obrigatoriedade na grade curricular de todas as escolas, desde o ensino fundamental ao ensino médio."
Casa Civil,Saúde direito humano,Aumentar leitos nos hospitais e garantir melhor atender para população idosa
Meio Ambiente e Mudança do Clima,Proteção Animal,"'- O Brasil precisa URGENTE de mais POLITICAS PÚBLICAS voltadas para os animais;
-  Precisa de leis municipais/estaduais e federais que punam rigorosamente os donos de animais vítimas de maus-tratos;
- Os órgãos públicos precisam incentivar a adoção responsável por meio de campanhas e publicações em redes sociais;  
- As autoridades precisam investigar os abandonos e punir os responsáveis;
- A causa animal precisa ser levada a sério e discutida no meio político, entre executivo e legislativo."
Educação,Educação de Jovens e Adultos,"Sou orientadora educacional no município de Fortaleza. A atual gestão, prefeito Sarto (pdt) fechou pela metade as escolas polo de Eja. Escolas fechadas em mais da metade. Alunos matriculados em 2022 remanejados para escolas distantes e por este motivo, abandonaram os estudos. Minha proposta seria retomar políticas públicas para a Eja, valorização de professores, material didático adequado e atualizado, legislação que não permita a extinção deste turno, por estados e municípios."
Cidades,Habitação Social Sustentável para todos,"Construção de moradia a partir de um sistema de instrumentalização e capacitação da população brasileira, para difundir a autoconstrução e autogestão de obras, a partir de técnicas construtivas de baixo impacto ambiental e social. Integrando as práticas de construção de moradias do Minha Casa Minha Vida."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",PAA OVO CAIPIRA - Incentivo a produção de Ovos Caipira para Combater a Fome e Desnutrição no Brasil,"Criação do PAA Ovo Caipira em moldes semelhante ao PAA Leite.

O objetivo é gerar a inclusão socioprodutiva dos agricultores familiares  e colaborar no combate a fome e desnutrição, com a doação de uma bandeja de ovos caipira por semana para famílias que estão cadastradas no CadÚnico e em vulnerabilidade nutricional.

O Ovo Caipira é consideradoum dos melhores alimentos do mundo, por ter grande valor nutricional e biológico, podendo ser consumido em todas as fases da vida."
Educação,Psicólogos e terapeutas em todas as escolas ,"Criar espaços nas escolas com psicólogos e terapeutas com objetivo de ajudar na resolução e identificação de problemas. 
Envolver direção e família para ajudar a criança ou jovem na jornada de estudo e melhora percepção sobre expectativas."
