Categoria,Texto
Minas e Energia,"Reestatização da Eletrobrás . A privatização reduz a segurança energética do país. Os “jabutis” acrescentados à lei de privatização e o desejo de recuperar o mais rápido possível o que pagaram levará a aumento significativo das tarifas, comprometendo o acesso a energia aos mais carentes e áreas de maior custo pra levar a energia como áreas rurais. Com o controle dos nossos rios, ameaça  comunidades ribeirinhas. A experiência internacional mostra que a ausencia de manutenção e investimento gera o risco inclusive de apagões ."
Educação,"Revogar o ""Novo Ensino Médio"" que prejudica os jovens. Com urgência reduzir a quantidade de aulas em itinerários bizarros que TIRARAM aulas de matemática, português, física, química, redação, geografia e história e estão DESTRUINDO a formação dos jovens que saem muito pior hoje em dia, sem formação consistente."
Trabalho e Emprego," Capacitação em direção defensiva para estudantes de escolas de tempo integral.. Como sabe, a habilidade de dirigir é valiosa que traz benefícios tanto na vida acadêmica quanto profissional dos estudantes.
Pra essa capacitação, escola de tempo integral ofereceria curso de direção defensiva com abordagem prática e teórica. O curso seria desenvolvido em conjunto com autoescola credenciada, com duração de 30 horas e divididas em aulas teóricas e práticas. Ao final do curso, com seus certificados de conclusão do curso, aumentar suas chances de inserção no mercado de trabalho."
Cidades,"Programa Periferia Viva. A Secretaria Nacional de Periferias propõe o Programa Periferia Viva, para articular todas as políticas públicas do Estado nos territórios periféricos e garantir a participação popular nas decisões. Nas periferias, não basta só um tipo de intervenção do Estado. São décadas de abandono, carências e vulnerabilidades. E também décadas de organização popular para exigir os direitos e criar soluções. O Periferia Viva é uma inovação do governo Lula para mudar a vida do povo das periferias do Brasil."
Cidades,"Minha Casa Minha Vida aumentando subsídio para área central. Aumentar o subsídio se o terreno e o empreendimento for CENTRAL (até 10km do centro da cidade) para que a Faixa 1 seja feita em locais com boa infra estrutura urbana (escolas, creches, hospitais, ônibus, teatros, etc)."
Transportes,"Programa de subsídios para transporte em cidades brasileiras com recursos de multas e pedágios. Proposta: criar um programa de subsídios em parceria com prefeituras e empresas de transporte público para financiar a aquisição e manutenção de ônibus e veículos de transporte público em pequenas e médias cidades brasileiras, visando melhorar o transporte coletivo e a qualidade de vida da população local. Esse programa receberia um percentual dos recursos de Multas de Trânsito, estacionamentos rotativos e pedágios."
Cidades,"Otimizar o uso dos recursos hídricos do Canal do Sertão Alagoano . Destinar recursos para a construção de sistemas de tratamento de água para consumo humano ao longo de toda a extensão do canal do sertão, para abastecimento das cidades e dos povoados que o margem, haja vista que muitas comunidades do sertão ainda não têm água encanada."
Meio Ambiente e Mudança do Clima,"Programa de Resíduos Solidos. É importante se ter atenção especial a implementação da Política Nacional de Resíduos Sólidos, que está sendo negligenciada há anos no Brasil"
Mulheres,"Saúde Mental Materna Importa. O Governo Federal deverá estruturar iniciativas voltadas para a saúde mental materna, em especial no período da gestação e do puerpério, considerando inclusive os riscos para o desenvolvimento das nossas crianças. Os índices de adoecimento e de Suicidio nesse período são alarmantes! Temos que assistir as mães com apoio , tornandO obrigatório o pré-natal sicológico e monitoramento dos riscos associados. Temos que dar visibilidade a essa grave questão de saúde no país."
Desenvolvimento Agrário e Agricultura Familiar,"Moradia Rural para Famílias de Baixa Renda. Morar na propriedade do empregador é a realidade da maioria dos trabalhadores rurais e suas famílias, situação que torna a relação de trabalho desigual e frequentemente entendida como parcela da remuneração.
Proponho o ""Minha Ecovila - Minha Vida"" que ofereça essa modalidade de moradia rural próxima aos empregos com incentivo às atividades de subsistência comunitárias (hortas & cia).
Trará + dignidade aos trabalhadores e fixará força de trabalho nas zonas rurais."
Transportes,"Viaduto no KM459 da BR-116 para retorno seguro a Santo Estêvão, Bahia. Proposta: construir um viaduto no KM459 da BR-116, próximo à Comunidade do Pau de Vela, para permitir o retorno seguro à cidade de Santo Estêvão. A obra melhorará o acesso e a mobilidade da população local, favorecendo o desenvolvimento econômico e social da cidade."
Cidades,"Garantir a gestão pública e otimizar o uso dos recursos hídricos do Canal do Sertão Alagoano. Garantir a gestão pública e destinar recursos para a construção de sistemas de tratamento de água para consumo humano em toda a extensão do canal, haja vista que várias comunidades ainda não têm água encanada."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Valorização do salário mínimo e redução de impostos . 1° Reajuste real do salário mínimo para 1.500,00
2° Redução de impostos dos alimentos, combustíveis e gás de cozinha.
3° Reforço escolar para todas as séries.
4° Aulas avançadas de inglês e espanhol, para todos os estudantes da rede."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Ajuda de custo e criaçao de Unidade de zoonoses em Alagoinhas Bahia.. A proposta é ajuda de custo para os protetores individuais que possuem inúmeros animais e as associações de proteção Animal existente na cidade, a cidade possui uma enorme qualidade de animais nas ruas, fora os maus tratos sofridos nas ruas e nas casas, e nós protetores individuais dão apoio que a cidade não dá, nós endividando a cada dia, então solicitamos ajuda para que continuemos da apoio aos nossos animais errantes, situação de todas as cidades da Bahia questão de saúde pública."
"Desenvolvimento, Indústria, Comércio e Serviços","Mercado Digital gov.br. Atuar na criação de um mercado gratuito preferencialmente digital, onde qualquer cidadão poderá comercializar produtos, principalmente oriundos de artesanato, agricultura familiar e produção sustentável.

Justificativa: Atualmente as redes privadas e grandes marketplaces dominam esse mercado, oferecendo serviços a custos elevados que muitas vezes inviabilizam a comercialização de produtos produzidos em baixa quantidade, desta forma se demonstra fundamental o governo atuar nesse contexto."
Educação,"Emancipação do campus do Mucuri em Teófilo Otoni -MG. Criação da Universidade Federal do Nordeste Mineiro - UFNM, através da emancipação do campus do Mucuri da UFVJM, em Teófilo Otoni-MG."
Meio Ambiente e Mudança do Clima,"Educação e sustentabilidade . Criar em todo o país mecanismos de educação visando o meio ambiente sustentável, valorizando nossa fauna e flora e a preservação dos profissionais de educação ambiental para que o Brasil possa ser um país renovado e sustentável."
Fazenda,Auditoria da Dívida Pública. Auditoria popular e cidadã da Dívida Pública para diminuir os juros e amortizações.
Saúde,"Obrigatoriedade de todas as prefeituras do país a disponibilizar psicólogos(as) nas esferas da saúde pública, desde a atenção primária.. Tendo em vista a alta demanda em busca por serviços em psicologia, e consequentemente a superlotação do serviço, acontece de ter uma alta demanda para um baixo porcentual de efetivo de profissionais em psicologia contratado para atendendo a população.  A proposta é de que o governo federal crie um programa que garanta a população acesso ao serviço, custeado pelo SUS, atendendo ao modelo de saúde Biopsicossocial."
Saúde,"Fortalecer a Vigilância em Saúde como modelo de atenção do SUS. O Brasil precisa adotar o modelo de atenção centrado na vigilância em sáude onde a determinação da doença é multifator e depende de respostas focadas nas condições de vida, incluindo trabalho, renda, escolaridade e acesso aos serviços e ações de saúde, colocando a atenção primária como porta de entrada do cuidado e reguladora da rede de atenção à saúde. ."
Meio Ambiente e Mudança do Clima,"Direitos dos animais e protetores . Oi! 
Propostas: 
1. Proibição da indústria, comércio e uso de fogos de artifício com estampido.
2. Subsídios para os produtos, serviços, medicamentos e criação de hospitais públicos 24h para animais e castramóvel (para ir às vilas para o povo que não tem como se deslocar até uma clínica ou dinheiro para pagar).
3. Banco de ração e/ou doação de ração para ONGs e protetores independentes, sob cadastro, e posterior abatimento no IR (por exemplo) do doador, mediante comprovação."
Educação,"Inclusão de dietas vegetarianas no currículo obrigatório dos cursos de Nutrição.. Atualmente, os cursos de Nutrição não oferecem disciplinas obrigatórias voltadas exclusivamente às dietas vegetarianas. Sendo o consumo de produtos animais um dos principais causadores de impactos ambientais negativos, proponho a inclusão de disciplinas obrigatórias sobre vegetarianismo na grade curricular desses cursos, de forma a incentivar esse tipo de dieta e melhor atender aos que já são adeptos dessa prática."
Saúde,"Carreira única do SUS. Criar uma carreira única do SUS onde todas as categorias são valorizadas com Plano de Cargos, Carreiras e Vencimentos igual para todo o SUS, nas três esferas de gestão (municipal, estadual e federal), garantindo salário digno e valorização dos trabalhadores e trabalhadoras com educação permanente e continuada, com vistas a permanência da força de trabalho."
Trabalho e Emprego,"Investimento: Uma criação de um mercado cannabico no Brasil!. Com o objetivo que seja criado um novo setor industrial e econômico no país, a criação de um novo mercado geraria novos empregos e auxiliaria no desenvolvimento do país. Tendo em vista que, a planta contém uma versatilidade grandiosa podendo ser trabalhada de diversas formas."
Direitos Humanos e Cidadania,"Inclusão das pessoas com Fibromialgia, Lúpus, Anemia Falciforme e doenças correlatas como PcD's.. A inclusão se faz necessária para reconhecimento dos direitos humanos básicos para as pessoas com as patologias acima citadas. Afinal, conviver e viver com essas patologias dolorosas, desgastante fisicamente e mentalmente não é fácil para ninguém. É através desta justificativa e necessidade popular brasileira que clamo aos órgãos competentes uma análise minuciosa desse tema para efetivação do nosso pleito."
Direitos Humanos e Cidadania,"Isenção do passaporte . Criação de projeto que de isenção da taxa para passaporte para pessoas de baixa renda, dando assim oportunidade principalmente para estudantes concorrerem a vagas de bolsas de estudo no exterior tanto para suas inscrições como também  a possibilidade de viajar. Além claro de outros motivos de um cidadão de baixa renda conseguir ter o seu direito de ir e vir"
Saúde,"Atualizar e expandir o direito a medicamentos de alto custo. A Relação Nacional de Medicamentos Essenciais (Rename) no momento se encontra defasada, não incluindo novos achados científicos sobre medicamentos e patologias. A exemplo, o tratamento medicamentoso para TDAH (que é de alto custo) não se encontra nessa lista e assim não garante ao cidadão o Direito a Saúde, ""definida no artigo 196 como direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas que evitem o risco do agravo à saúde e também mediante o acesso universal""."
