ID,Tema,Ministério,Categoria 1,Categoria 2,Título,#CUIDADO,Corpo,Status,Data de publicação,URL,
85,"Desenvolvimento e Assistência Social, Família e Combate à Fome",Legislativo,Orçamento público / Combustíveis,Alimentação / Currículo Escolar / Ensino Integral,Valorização do salário mínimo e redução de impostos ,Sim,"1° Reajuste real do salário mínimo para 1.500,00
2° Redução de impostos dos alimentos, combustíveis e gás de cozinha.
3° Reforço escolar para todas as séries.
4° Aulas avançadas de inglês e espanhol, para todos os estudantes da rede.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo!    </p><p>Divulgue na sua rede:  </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/85"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/85</a> </p>",11.05.2023 14:05:47,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/85,
86,"Desenvolvimento e Assistência Social, Família e Combate à Fome",Legislativo,Animais ,Direito e Saúde Animal,Ajuda de custo e criaçao de Unidade de zoonoses em Alagoinhas Bahia.,Não,"A proposta é ajuda de custo para os protetores individuais que possuem inúmeros animais e as associações de proteção Animal existente na cidade, a cidade possui uma enorme qualidade de animais nas ruas, fora os maus tratos sofridos nas ruas e nas casas, e nós protetores individuais dão apoio que a cidade não dá, nós endividando a cada dia, então solicitamos ajuda para que continuemos da apoio aos nossos animais errantes, situação de todas as cidades da Bahia questão de saúde pública.","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo!    </p><p>Divulgue na sua rede:  </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/86"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/86</a> </p>",11.05.2023 14:06:41,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/86,
87,"Desenvolvimento, Indústria, Comércio e Serviços","Desenvolvimento, Indústria, Comércio e Serviços",Serviços Públicos Digitais,Parceria público privada,Mercado Digital gov.br,Não,"Atuar na criação de um mercado gratuito preferencialmente digital, onde qualquer cidadão poderá comercializar produtos, principalmente oriundos de artesanato, agricultura familiar e produção sustentável.

Justificativa: Atualmente as redes privadas e grandes marketplaces dominam esse mercado, oferecendo serviços a custos elevados que muitas vezes inviabilizam a comercialização de produtos produzidos em baixa quantidade, desta forma se demonstra fundamental o governo atuar nesse contexto.","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo!    </p><p>Divulgue na sua rede:  </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/87"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/87</a>  </p>",11.05.2023 14:08:01,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/87,
88,Educação,Educação,Universidades e Ensino Superior / Ampliação de Equipamentos Públicos ,Contratação Pública de Pessoal Efetivo,Emancipação do campus do Mucuri em Teófilo Otoni -MG,Não,"Criação da Universidade Federal do Nordeste Mineiro - UFNM, através da emancipação do campus do Mucuri da UFVJM, em Teófilo Otoni-MG.","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo! </p><p>Divulgue na sua rede: </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/88"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/88</a> </p><p> </p>",11.05.2023 14:08:41,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/88,
89,Meio Ambiente e Mudança do Clima,Meio Ambiente e Mudança do Clima,Proteção do Patrimônio Ambiental,Educação Ambiental,Educação e sustentabilidade ,Não,"Criar em todo o país mecanismos de educação visando o meio ambiente sustentável, valorizando nossa fauna e flora e a preservação dos profissionais de educação ambiental para que o Brasil possa ser um país renovado e sustentável.",,11.05.2023 14:12:06,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/89,
90,Fazenda,Banco Central,Orçamento Federal / SELIC / Sistema Financeiro Nacional,Financiamento,Auditoria da Dívida Pública,Não,Auditoria popular e cidadã da Dívida Pública para diminuir os juros e amortizações.,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!</p><p>Divulgue na sua rede:</p><p>Vote na minha proposta para melhorar o Brasil:</p><p>https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/90</p>",11.05.2023 14:13:59,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/90,
91,Saúde,Saúde,Ampliação de Infraestrutura,Atendimento Biopsicossocial ,"Obrigatoriedade de todas as prefeituras do país a disponibilizar psicólogos(as) nas esferas da saúde pública, desde a atenção primária.",Não,"Tendo em vista a alta demanda em busca por serviços em psicologia, e consequentemente a superlotação do serviço, acontece de ter uma alta demanda para um baixo porcentual de efetivo de profissionais em psicologia contratado para atendendo a população.  A proposta é de que o governo federal crie um programa que garanta a população acesso ao serviço, custeado pelo SUS, atendendo ao modelo de saúde Biopsicossocial.","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo!    </p><p>Divulgue na sua rede:  </p><p>Vote na minha proposta para melhorar o Brasil: <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/91"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/91</a> </p>",11.05.2023 14:15:27,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/91,
92,Saúde,Saúde,Sistema Único de Saúde (SUS),Contratação Pública de Pessoal Efetivo,Fortalecer a Vigilância em Saúde como modelo de atenção do SUS,Não,"O Brasil precisa adotar o modelo de atenção centrado na vigilância em sáude onde a determinação da doença é multifator e depende de respostas focadas nas condições de vida, incluindo trabalho, renda, escolaridade e acesso aos serviços e ações de saúde, colocando a atenção primária como porta de entrada do cuidado e reguladora da rede de atenção à saúde. .","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo! </p><p>Divulgue na sua rede: </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/92"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/92</a> </p><p> </p>",11.05.2023 14:17:01,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/92,
93,Outros,Legislativo,Animais ,Direito e Saúde Animal,Direitos dos animais e protetores ,Não,"Oi! 
Propostas: 
1. Proibição da indústria, comércio e uso de fogos de artifício com estampido.
2. Subsídios para os produtos, serviços, medicamentos e criação de hospitais públicos 24h para animais e castramóvel (para ir às vilas para o povo que não tem como se deslocar até uma clínica ou dinheiro para pagar).
3. Banco de ração e/ou doação de ração para ONGs e protetores independentes, sob cadastro, e posterior abatimento no IR (por exemplo) do doador, mediante comprovação.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo! </p><p>Divulgue na sua rede: </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/93"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/93</a> </p><p> </p>",11.05.2023 14:19:35,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/93,
94,Educação,Educação,Universidades e Ensino Superior,Nutricionistas,Inclusão de dietas vegetarianas no currículo obrigatório dos cursos de Nutrição.,Não,"Atualmente, os cursos de Nutrição não oferecem disciplinas obrigatórias voltadas exclusivamente às dietas vegetarianas. Sendo o consumo de produtos animais um dos principais causadores de impactos ambientais negativos, proponho a inclusão de disciplinas obrigatórias sobre vegetarianismo na grade curricular desses cursos, de forma a incentivar esse tipo de dieta e melhor atender aos que já são adeptos dessa prática.","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo! </p><p>Divulgue na sua rede: </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/94"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/94</a> </p><p> </p>",11.05.2023 14:22:54,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/94,
95,Saúde,Saúde,Carreiras da Saúde / Sistema Único de Saúde (SUS),Planos de Carreira ,Carreira única do SUS,Não,"Criar uma carreira única do SUS onde todas as categorias são valorizadas com Plano de Cargos, Carreiras e Vencimentos igual para todo o SUS, nas três esferas de gestão (municipal, estadual e federal), garantindo salário digno e valorização dos trabalhadores e trabalhadoras com educação permanente e continuada, com vistas a permanência da força de trabalho.","<p> Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as) para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros. Assim a gente vai construir um país com a cara do nosso povo! </p><p>Divulgue na sua rede: </p><p>Vote na minha proposta para melhorar o Brasil:  <a href=""https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/95"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/95</a> </p><p> </p>",11.05.2023 14:24:14,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/95,
